x,y,in_circle,color
0.9082077899947762,0.9549879983533174,FALSE,Set1-B
0.8983896849676967,0.039100055349990726,FALSE,Set1-B
0.20597457489930093,0.9445283398963511,FALSE,Set1-B
0.384103718213737,0.994770509423688,FALSE,Set1-B
0.9919060948304832,0.29648479796014726,FALSE,Set1-B
0.9347052311059088,0.005727542797103524,FALSE,Set1-B
0.12555509596131742,0.8430805520620197,FALSE,Set1-B
0.1862176014110446,0.9678374286741018,FALSE,Set1-B
0.07067904714494944,0.8810423817485571,FALSE,Set1-B
0.09946616017259657,0.16324111633002758,FALSE,Set1-B
0.9128759242594242,0.11656859237700701,FALSE,Set1-B
0.08424691436812282,0.949707917869091,FALSE,Set1-B
0.8394403501879424,0.002019232604652643,FALSE,Set1-B
0.8643394706305116,0.9659851503092796,FALSE,Set1-B
0.12169192102737725,0.11259262589737773,FALSE,Set1-B
0.9926840611733496,0.12289111316204071,FALSE,Set1-B
0.9240744698327035,0.9394088804256171,FALSE,Set1-B
0.9761706949211657,0.22858513100072742,FALSE,Set1-B
0.35672691208310425,0.009857917437329888,FALSE,Set1-B
0.991838620044291,0.11211363784968853,FALSE,Set1-B
0.07706438028253615,0.10985795338638127,FALSE,Set1-B
0.985095223877579,0.8160555048380047,FALSE,Set1-B
0.864544949028641,0.10402443120256066,FALSE,Set1-B
0.07527574570849538,0.22297823196277022,FALSE,Set1-B
0.8806190348695964,0.9434746827464551,FALSE,Set1-B
0.06380848051048815,0.9533156123943627,FALSE,Set1-B
0.8954454259946942,0.07439790898934007,FALSE,Set1-B
0.9030816114973277,0.0409439904615283,FALSE,Set1-B
0.8770575430244207,0.9183179154060781,FALSE,Set1-B
0.9437248182948679,0.01724333199672401,FALSE,Set1-B
0.11036060494370759,0.8171891570091248,FALSE,Set1-B
0.7828513369895518,0.04572471650317311,FALSE,Set1-B
0.12915685446932912,0.8588077595923096,FALSE,Set1-B
0.9614099364262074,0.12782478262670338,FALSE,Set1-B
0.7632226895075291,0.06724514835514128,FALSE,Set1-B
0.6495794604998082,0.9773425331804901,FALSE,Set1-B
0.9533554511144757,0.03886658512055874,FALSE,Set1-B
0.1654539331793785,0.0982272308319807,FALSE,Set1-B
0.4178562583401799,0.9962717846501619,FALSE,Set1-B
0.910370304249227,0.036973750684410334,FALSE,Set1-B
0.9429570592474192,0.06596663012169302,FALSE,Set1-B
0.9329098288435489,0.12359937559813261,FALSE,Set1-B
0.10880631650798023,0.18256300780922174,FALSE,Set1-B
0.9346913702320307,0.07664518104866147,FALSE,Set1-B
0.7547056216280907,0.9399168654344976,FALSE,Set1-B
0.06221405230462551,0.240924044046551,FALSE,Set1-B
0.770737042883411,0.9287030890118331,FALSE,Set1-B
0.027787122409790754,0.007494604913517833,FALSE,Set1-B
0.04795913165435195,0.7620873905252665,FALSE,Set1-B
0.2263807961717248,0.05554798268713057,FALSE,Set1-B
0.1314165338408202,0.8990258984267712,FALSE,Set1-B
0.9815634603146464,0.8017233137506992,FALSE,Set1-B
0.9292539197485894,0.02094694459810853,FALSE,Set1-B
0.09485785546712577,0.1603988497518003,FALSE,Set1-B
0.9910992195364088,0.7600703223142773,FALSE,Set1-B
0.17635071370750666,0.07637053215876222,FALSE,Set1-B
0.1411443257238716,0.001642261166125536,FALSE,Set1-B
0.08311389782465994,0.13902284554205835,FALSE,Set1-B
