x,y,in_circle,color
0.8966972001362592,0.2655367199331522,TRUE,Set1-A
0.2655086631421,0.5308087929151952,TRUE,Set1-A
0.37212389963679016,0.6848609040025622,TRUE,Set1-A
0.5728533633518964,0.3832833936903626,TRUE,Set1-A
0.2016819310374558,0.118356580613181,TRUE,Set1-A
0.9446752686053514,0.5045050329063088,TRUE,Set1-A
0.6607977924868464,0.5784825552254915,TRUE,Set1-A
0.6291140438988805,0.8393039079383016,TRUE,Set1-A
0.061786270467564464,0.6544449753127992,TRUE,Set1-A
0.17655675252899528,0.5116576296277344,TRUE,Set1-A
0.6870228466577828,0.08492105919867754,TRUE,Set1-A
0.7698414199985564,0.4014441198669374,TRUE,Set1-A
0.49769924208521843,0.8956462966743857,TRUE,Set1-A
0.7176185082644224,0.8768584120552987,TRUE,Set1-A
0.3800351794343442,0.1325919097289443,TRUE,Set1-A
0.7774452213197947,0.2659109076485038,TRUE,Set1-A
0.21214252128265798,0.8196018214803189,TRUE,Set1-A
0.651673766085878,0.17466167896054685,TRUE,Set1-A
0.26722066872753203,0.16671216674149036,TRUE,Set1-A
0.3861140925437212,0.7640194350387901,TRUE,Set1-A
0.013390333158895373,0.5189380873925984,TRUE,Set1-A
0.3823879570700228,0.2726853033527732,TRUE,Set1-A
0.86969084572047,0.34320313576608896,TRUE,Set1-A
0.3403489966876805,0.7050753401126713,TRUE,Set1-A
0.48208011547103524,0.5915353011805564,TRUE,Set1-A
0.5995658254250884,0.4693790376186371,TRUE,Set1-A
0.4935413070488721,0.33637660555541515,TRUE,Set1-A
0.8273733186069876,0.6458418837282807,TRUE,Set1-A
0.6684667381923646,0.19630116922780871,TRUE,Set1-A
0.7942398607265204,0.357180385151878,TRUE,Set1-A
0.10794362588785589,0.5130180821288377,TRUE,Set1-A
0.723710946040228,0.8829967405181378,TRUE,Set1-A
0.4112744296435267,0.15266756527125835,TRUE,Set1-A
0.8209462941158563,0.23046159744262695,TRUE,Set1-A
0.6470601938199252,0.16298857843503356,TRUE,Set1-A
0.7829327622894198,0.6143468590453267,TRUE,Set1-A
0.5530363116413355,0.5016364438924938,TRUE,Set1-A
0.5297195801977068,0.18811888806521893,TRUE,Set1-A
0.7893562316894531,0.40771485259756446,TRUE,Set1-A
0.023331202333793044,0.5823880468960851,TRUE,Set1-A
0.47723006503656507,0.30892906500957906,TRUE,Set1-A
0.7323137386702001,0.4809656401630491,TRUE,Set1-A
0.6927315564826131,0.9393947923090309,TRUE,Set1-A
0.4776196221355349,0.04604054824449122,TRUE,Set1-A
0.8612094768323004,0.5348617297131568,TRUE,Set1-A
0.4380971072241664,0.4426607822533697,TRUE,Set1-A
0.24479727703146636,0.9063654695637524,TRUE,Set1-A
0.3162717071827501,0.7521907656919211,TRUE,Set1-A
0.5186342631932348,0.4029872021637857,TRUE,Set1-A
0.6620050764176995,0.5569526934996247,TRUE,Set1-A
0.4068301871884614,0.08016928192228079,TRUE,Set1-A
0.29360337276011705,0.9251925612334162,TRUE,Set1-A
0.4590657262597233,0.878844240680337,TRUE,Set1-A
0.3323946741875261,0.16320762690156698,TRUE,Set1-A
0.6508704670704901,0.5315639013424516,TRUE,Set1-A
0.2580167807172984,0.9297921683173627,TRUE,Set1-A
0.4785452482756227,0.32571599376387894,TRUE,Set1-A
0.7663106706459075,0.16079463087953627,TRUE,Set1-A
0.875321330036968,0.46235704864375293,TRUE,Set1-A
0.33907293784432113,0.2207708873320371,TRUE,Set1-A
0.3466834891587496,0.6191926032770425,TRUE,Set1-A
0.3337749307975173,0.40250592213124037,TRUE,Set1-A
0.4763512450736016,0.9000326106324792,TRUE,Set1-A
0.8921983358450234,0.5058819844853133,TRUE,Set1-A
0.389989543473348,0.027486614882946014,TRUE,Set1-A
0.7773206988349557,0.3794132131151855,TRUE,Set1-A
0.9606179972179234,0.3867446621879935,TRUE,Set1-A
0.4346594847738743,0.33782072528265417,TRUE,Set1-A
0.7125146787147969,0.3644318513106555,TRUE,Set1-A
0.399994368897751,0.6387559697031975,TRUE,Set1-A
0.3253521518781781,0.03291432745754719,TRUE,Set1-A
0.7570871480274945,0.6961925884243101,TRUE,Set1-A
0.20269225514493883,0.8155641746707261,TRUE,Set1-A
0.7111212224699557,0.507422853494063,TRUE,Set1-A
0.24548851395957172,0.906323301140219,TRUE,Set1-A
0.14330437942408025,0.4133389531634748,TRUE,Set1-A
0.2396294150967151,0.4737557878252119,TRUE,Set1-A
0.05893437727354467,0.7137141800485551,TRUE,Set1-A
0.6422882585320622,0.24187121051363647,TRUE,Set1-A
0.8762692126911134,0.2996406275779009,TRUE,Set1-A
0.7789146774448454,0.704478821484372,TRUE,Set1-A
0.7973088258877397,0.7716749480459839,TRUE,Set1-A
0.45527445361949503,0.013840340543538332,TRUE,Set1-A
0.4100840820465237,0.551313953474164,TRUE,Set1-A
0.8108702427707613,0.6524611904751509,TRUE,Set1-A
0.6049332902766764,0.931660708039999,TRUE,Set1-A
0.6547239280771464,0.6903917051386088,TRUE,Set1-A
0.35319727193564177,0.2537671390455216,TRUE,Set1-A
0.2702601458877325,0.4110383701045066,TRUE,Set1-A
0.6334932644385844,0.13196655572392046,TRUE,Set1-A
0.2132081352174282,0.6401180082466453,TRUE,Set1-A
0.12937234807759523,0.3464234322309494,TRUE,Set1-A
0.47811803431250155,0.42275660461746156,TRUE,Set1-A
0.59876096714288,0.38388923089951277,TRUE,Set1-A
0.7317925118841231,0.6902786858845502,TRUE,Set1-A
0.43147369055077434,0.6861308943480253,TRUE,Set1-A
0.148211560677737,0.7916745960246772,TRUE,Set1-A
0.013077575480565429,0.5074934887234122,TRUE,Set1-A
0.7155660660937428,0.3080762489698827,TRUE,Set1-A
0.10318423574790359,0.7372122772503644,TRUE,Set1-A
0.4462843486107886,0.30471524340100586,TRUE,Set1-A
0.6401010451372713,0.7747087017633021,TRUE,Set1-A
0.49559357785619795,0.797743699979037,TRUE,Set1-A
0.4843495243694633,0.4910011673346162,TRUE,Set1-A
0.17344233486801386,0.832918174797669,TRUE,Set1-A
0.7548209445085377,0.7584231549408287,TRUE,Set1-A
0.4538954892195761,0.902146560838446,TRUE,Set1-A
0.51116978377103806,0.2784400130622089,TRUE,Set1-A
0.20754511328414083,0.4456928498111665,TRUE,Set1-A
0.22865814273245633,0.27201573573984206,TRUE,Set1-A
0.5957119963131845,0.3299183256458491,TRUE,Set1-A
0.5748721982818097,0.863600653829053,TRUE,Set1-A
0.0355405795853585,0.4022568997461349,TRUE,Set1-A
0.6427954921964556,0.40607509366236627,TRUE,Set1-A
0.9286151996348053,0.37519427365623415,TRUE,Set1-A
0.5980924223549664,0.17700009630061686,TRUE,Set1-A
0.5609007480088621,0.26573020010255277,TRUE,Set1-A
0.5260277239140123,0.6595500134862959,TRUE,Set1-A
0.5076418223325163,0.4211843446828425,TRUE,Set1-A
0.6827880786731839,0.1600643042474985,TRUE,Set1-A
0.6015412176493555,0.28861012728884816,TRUE,Set1-A
0.23886867775581777,0.8021290083415806,TRUE,Set1-A
0.25816592667251825,0.16424568183720112,TRUE,Set1-A
0.7293096233624965,0.7897927351295948,TRUE,Set1-A
0.45257083140313625,0.5242149699479342,TRUE,Set1-A
0.17512676841579378,0.3200350026600063,TRUE,Set1-A
0.7466982696205378,0.2751770878676325,TRUE,Set1-A
0.10498764039948583,0.8018980382476002,TRUE,Set1-A
0.6146449716761708,0.8381222665775567,TRUE,Set1-A
0.557159538846463,0.07926287362352014,TRUE,Set1-A
0.32877731905318797,0.7175640671048313,TRUE,Set1-A
0.45313144545070827,0.8646178266499192,TRUE,Set1-A
0.5004409726243466,0.9785582080949098,TRUE,Set1-A
0.18086636113002896,0.24912620754912496,TRUE,Set1-A
0.5296306028030813,0.024860690347850323,TRUE,Set1-A
0.2777559326495975,0.12202549958601594,TRUE,Set1-A
0.2126995192375034,0.38523942488245666,TRUE,Set1-A
0.28479048097506166,0.08433047449216247,TRUE,Set1-A
0.8950941029470414,0.2825818997807801,TRUE,Set1-A
0.44623532332479954,0.5665824587922543,TRUE,Set1-A
0.7799848897848278,0.32854230236262083,TRUE,Set1-A
0.4131242095027119,0.3773035139311105,TRUE,Set1-A
0.33548749168403447,0.2732528676278889,TRUE,Set1-A
0.7237259466201067,0.6873301560990512,TRUE,Set1-A
0.33761533349752426,0.1369918044656515,TRUE,Set1-A
0.6304141224827617,0.8102107716258615,TRUE,Set1-A
0.8406145540066063,0.7626046920195222,TRUE,Set1-A
0.8561316647101194,0.4424048338551074,TRUE,Set1-A
0.3913592810276896,0.4566756945569068,TRUE,Set1-A
0.3804938856046647,0.6804550888482481,TRUE,Set1-A
0.6443157629109919,0.6466290750540793,TRUE,Set1-A
0.7410786487162113,0.7899141116067767,TRUE,Set1-A
0.6053034465294331,0.22331650671549141,TRUE,Set1-A
0.2937301550991833,0.3846483633387834,TRUE,Set1-A
0.1912601098883897,0.3440921539440751,TRUE,Set1-A
0.8864509433042258,0.44636869220994413,TRUE,Set1-A
0.5033394857309759,0.38683316949754953,TRUE,Set1-A
0.18919362244196236,0.17401754343882203,TRUE,Set1-A
0.758103052387014,0.14987056236714125,TRUE,Set1-A
0.7244988926686347,0.6131992288865149,TRUE,Set1-A
0.547646587016061,0.06611048430204391,TRUE,Set1-A
0.7117438677232713,0.7788390414789319,TRUE,Set1-A
0.3889050998259336,0.9356561270542443,TRUE,Set1-A
0.10087312618270516,0.2072041395585984,TRUE,Set1-A
0.9273020885884762,0.6433431569021195,TRUE,Set1-A
0.28323250031098723,0.331379575189203,TRUE,Set1-A
0.5905731588136405,0.9554215909447521,TRUE,Set1-A
0.840507032116875,0.740276143187657,TRUE,Set1-A
0.3179636844433844,0.22270597680471838,TRUE,Set1-A
0.2675082073546946,0.3665265792515129,TRUE,Set1-A
0.21864528488367796,0.741393025033176,TRUE,Set1-A
0.5167968363966793,0.9335062499158084,TRUE,Set1-A
0.2689505920279771,0.6732099498622119,TRUE,Set1-A
0.1811683273408562,0.7013571073766798,TRUE,Set1-A
0.5185761374887079,0.8476254078559577,TRUE,Set1-A
0.5627829357981682,0.7061566549818963,TRUE,Set1-A
0.25636760401539505,0.44564449111931026,TRUE,Set1-A
0.717935275984928,0.6766349920071661,TRUE,Set1-A
0.10014084656722844,0.7361715352162719,TRUE,Set1-A
0.9479663546662778,0.2808000696823001,TRUE,Set1-A
0.8186346883885562,0.41161768371239305,TRUE,Set1-A
0.3082923307083547,0.9434249971527606,TRUE,Set1-A
0.9537326500285417,0.5877277771942317,TRUE,Set1-A
0.3399792034178972,0.03001167718321085,TRUE,Set1-A
0.26247411011718214,0.5652812083717436,TRUE,Set1-A
0.3221680566202849,0.6302907885983586,TRUE,Set1-A
0.5101252065505832,0.8185018345247954,TRUE,Set1-A
0.9239684713538736,0.3500416630413383,TRUE,Set1-A
0.5109596983529627,0.13398367492482066,TRUE,Set1-A
0.3057073596864939,0.08094337838701904,TRUE,Set1-A
0.04646088695153594,0.3504433142952621,TRUE,Set1-A
0.8540015022736043,0.5329688107594848,TRUE,Set1-A
0.34723067772574723,0.3358973804861307,TRUE,Set1-A
0.1314423205330968,0.3142346434760839,TRUE,Set1-A
0.37448686454445124,0.3826220603659749,TRUE,Set1-A
0.6314202283974737,0.018546407809481025,TRUE,Set1-A
0.39007893367670476,0.036539116874337196,TRUE,Set1-A
0.6896278487984091,0.8785132940392941,TRUE,Set1-A
0.6894134124740958,0.4020640237722546,TRUE,Set1-A
0.5549006231594831,0.4693810741882771,TRUE,Set1-A
0.4296244077850133,0.4023365101311356,TRUE,Set1-A
0.45272006280720234,0.7020901024807245,TRUE,Set1-A
0.30644325888715684,0.39916446525603533,TRUE,Set1-A
0.5783539440017194,0.5019583227112889,TRUE,Set1-A
0.14260408212430775,0.2979757348075509,TRUE,Set1-A
0.41504762531258166,0.9628419817890972,TRUE,Set1-A
0.2109257506672293,0.5407019855920225,TRUE,Set1-A
0.42875037086196244,0.9610991773661226,TRUE,Set1-A
0.1326899752020836,0.7925953641533852,TRUE,Set1-A
0.4600964458659291,0.7547771928366274,TRUE,Set1-A
0.761973861604929,0.13550477917306125,TRUE,Set1-A
0.47067849757149816,0.762543860822916,TRUE,Set1-A
0.6035880676936358,0.9034657159354538,TRUE,Set1-A
0.48498968058265746,0.40265909023582935,TRUE,Set1-A
0.2477268329821527,0.3745652190409601,TRUE,Set1-A
0.4985145307146013,0.5062086773104966,TRUE,Set1-A
0.37286670808680356,0.9135026789736003,TRUE,Set1-A
0.5239860778674483,0.10974552389234304,TRUE,Set1-A
0.3171446716878563,0.7542672224808484,TRUE,Set1-A
0.2779660294763744,0.3045987756922841,TRUE,Set1-A
0.7875405077356845,0.7238096564542502,TRUE,Set1-A
0.7024625125341117,0.232330028899014,TRUE,Set1-A
0.16502763866446912,0.3934588669799268,TRUE,Set1-A
0.06445753877051175,0.5078793969005346,TRUE,Set1-A
0.6204100330360234,0.057875170605257154,TRUE,Set1-A
